Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Litsnäset;134170;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;mm

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1998-07-01 06:00:01;1998-08-01 06:00:00;1998-07;177.5;Y
1998-08-01 06:00:01;1998-09-01 06:00:00;1998-08;121.5;Y
1998-09-01 06:00:01;1998-10-01 06:00:00;1998-09;51.0;Y
1998-10-01 06:00:01;1998-11-01 06:00:00;1998-10;74.1;Y
1998-11-01 06:00:01;1998-12-01 06:00:00;1998-11;24.4;Y
1998-12-01 06:00:01;1999-01-01 06:00:00;1998-12;28.2;Y
1999-01-01 06:00:01;1999-02-01 06:00:00;1999-01;39.2;Y
1999-02-01 06:00:01;1999-03-01 06:00:00;1999-02;44.2;Y
1999-03-01 06:00:01;1999-04-01 06:00:00;1999-03;31.2;Y
1999-04-01 06:00:01;1999-05-01 06:00:00;1999-04;67.7;Y
1999-05-01 06:00:01;1999-06-01 06:00:00;1999-05;27.1;Y
1999-06-01 06:00:01;1999-07-01 06:00:00;1999-06;88.1;Y
1999-07-01 06:00:01;1999-08-01 06:00:00;1999-07;52.1;Y
1999-08-01 06:00:01;1999-09-01 06:00:00;1999-08;49.9;Y
1999-09-01 06:00:01;1999-10-01 06:00:00;1999-09;42.9;Y
1999-10-01 06:00:01;1999-11-01 06:00:00;1999-10;56.3;Y
1999-11-01 06:00:01;1999-12-01 06:00:00;1999-11;35.6;Y
1999-12-01 06:00:01;2000-01-01 06:00:00;1999-12;46.3;Y
2000-01-01 06:00:01;2000-02-01 06:00:00;2000-01;42.3;Y
2000-02-01 06:00:01;2000-03-01 06:00:00;2000-02;20.0;Y
2000-03-01 06:00:01;2000-04-01 06:00:00;2000-03;13.4;Y
2000-04-01 06:00:01;2000-05-01 06:00:00;2000-04;55.1;Y
2000-05-01 06:00:01;2000-06-01 06:00:00;2000-05;47.6;Y
2000-06-01 06:00:01;2000-07-01 06:00:00;2000-06;66.8;Y
2000-07-01 06:00:01;2000-08-01 06:00:00;2000-07;201.2;Y
2000-08-01 06:00:01;2000-09-01 06:00:00;2000-08;105.3;Y
2000-09-01 06:00:01;2000-10-01 06:00:00;2000-09;25.1;Y
2000-10-01 06:00:01;2000-11-01 06:00:00;2000-10;102.3;Y
2000-11-01 06:00:01;2000-12-01 06:00:00;2000-11;84.7;Y
2000-12-01 06:00:01;2001-01-01 06:00:00;2000-12;60.8;Y
2001-01-01 06:00:01;2001-02-01 06:00:00;2001-01;20.1;Y
2001-02-01 06:00:01;2001-03-01 06:00:00;2001-02;9.3;Y
2001-03-01 06:00:01;2001-04-01 06:00:00;2001-03;36.2;Y
2001-04-01 06:00:01;2001-05-01 06:00:00;2001-04;45.1;Y
2001-05-01 06:00:01;2001-06-01 06:00:00;2001-05;42.4;Y
2001-06-01 06:00:01;2001-07-01 06:00:00;2001-06;31.1;Y
2001-07-01 06:00:01;2001-08-01 06:00:00;2001-07;236.6;Y
2001-08-01 06:00:01;2001-09-01 06:00:00;2001-08;139.5;Y
2001-09-01 06:00:01;2001-10-01 06:00:00;2001-09;88.5;Y
2001-10-01 06:00:01;2001-11-01 06:00:00;2001-10;53.8;Y
2001-11-01 06:00:01;2001-12-01 06:00:00;2001-11;38.3;Y
2001-12-01 06:00:01;2002-01-01 06:00:00;2001-12;22.8;Y
2002-01-01 06:00:01;2002-02-01 06:00:00;2002-01;43.3;Y
2002-02-01 06:00:01;2002-03-01 06:00:00;2002-02;19.2;Y
2002-03-01 06:00:01;2002-04-01 06:00:00;2002-03;37.9;Y
2002-04-01 06:00:01;2002-05-01 06:00:00;2002-04;22.5;Y
2002-05-01 06:00:01;2002-06-01 06:00:00;2002-05;15.9;Y
2002-06-01 06:00:01;2002-07-01 06:00:00;2002-06;91.4;Y
2002-07-01 06:00:01;2002-08-01 06:00:00;2002-07;41.5;Y
2002-08-01 06:00:01;2002-09-01 06:00:00;2002-08;44.3;Y
2002-09-01 06:00:01;2002-10-01 06:00:00;2002-09;34.9;Y
2002-10-01 06:00:01;2002-11-01 06:00:00;2002-10;29.3;Y
2002-11-01 06:00:01;2002-12-01 06:00:00;2002-11;28.8;Y
2002-12-01 06:00:01;2003-01-01 06:00:00;2002-12;15.1;Y
2003-01-01 06:00:01;2003-02-01 06:00:00;2003-01;58.3;Y
2003-02-01 06:00:01;2003-03-01 06:00:00;2003-02;9.7;Y
2003-03-01 06:00:01;2003-04-01 06:00:00;2003-03;5.1;Y
2003-04-01 06:00:01;2003-05-01 06:00:00;2003-04;36.0;Y
2003-05-01 06:00:01;2003-06-01 06:00:00;2003-05;40.7;Y
2003-06-01 06:00:01;2003-07-01 06:00:00;2003-06;55.2;Y
2003-07-01 06:00:01;2003-08-01 06:00:00;2003-07;90.8;Y
2003-08-01 06:00:01;2003-09-01 06:00:00;2003-08;103.6;Y
2003-09-01 06:00:01;2003-10-01 06:00:00;2003-09;64.9;Y
2003-10-01 06:00:01;2003-11-01 06:00:00;2003-10;11.6;Y
2003-11-01 06:00:01;2003-12-01 06:00:00;2003-11;43.1;Y
2003-12-01 06:00:01;2004-01-01 06:00:00;2003-12;33.1;Y
2004-01-01 06:00:01;2004-02-01 06:00:00;2004-01;14.3;Y
2004-02-01 06:00:01;2004-03-01 06:00:00;2004-02;20.2;Y
2004-03-01 06:00:01;2004-04-01 06:00:00;2004-03;13.2;Y
2004-04-01 06:00:01;2004-05-01 06:00:00;2004-04;10.8;Y
2004-05-01 06:00:01;2004-06-01 06:00:00;2004-05;9.0;Y
2004-06-01 06:00:01;2004-07-01 06:00:00;2004-06;57.7;Y
2004-07-01 06:00:01;2004-08-01 06:00:00;2004-07;55.3;Y
2004-08-01 06:00:01;2004-09-01 06:00:00;2004-08;38.4;Y
2004-09-01 06:00:01;2004-10-01 06:00:00;2004-09;84.0;Y
2004-10-01 06:00:01;2004-11-01 06:00:00;2004-10;26.1;Y
2004-11-01 06:00:01;2004-12-01 06:00:00;2004-11;43.5;Y
2004-12-01 06:00:01;2005-01-01 06:00:00;2004-12;41.1;Y
2005-01-01 06:00:01;2005-02-01 06:00:00;2005-01;55.9;Y
2005-02-01 06:00:01;2005-03-01 06:00:00;2005-02;19.2;Y
2005-03-01 06:00:01;2005-04-01 06:00:00;2005-03;19.2;Y
2005-04-01 06:00:01;2005-05-01 06:00:00;2005-04;15.2;Y
2005-05-01 06:00:01;2005-06-01 06:00:00;2005-05;63.6;Y
2005-06-01 06:00:01;2005-07-01 06:00:00;2005-06;39.9;Y
2005-07-01 06:00:01;2005-08-01 06:00:00;2005-07;92.8;Y
2005-08-01 06:00:01;2005-09-01 06:00:00;2005-08;88.5;Y
2005-09-01 06:00:01;2005-10-01 06:00:00;2005-09;44.3;Y
2005-10-01 06:00:01;2005-11-01 06:00:00;2005-10;42.9;Y
2005-11-01 06:00:01;2005-12-01 06:00:00;2005-11;19.3;Y
2005-12-01 06:00:01;2006-01-01 06:00:00;2005-12;45.1;Y
2006-01-01 06:00:01;2006-02-01 06:00:00;2006-01;14.7;Y
2006-02-01 06:00:01;2006-03-01 06:00:00;2006-02;14.4;Y
2006-03-01 06:00:01;2006-04-01 06:00:00;2006-03;46.3;Y
2006-04-01 06:00:01;2006-05-01 06:00:00;2006-04;35.3;Y
2006-05-01 06:00:01;2006-06-01 06:00:00;2006-05;76.1;Y
2006-06-01 06:00:01;2006-07-01 06:00:00;2006-06;27.7;Y
2006-07-01 06:00:01;2006-08-01 06:00:00;2006-07;34.3;Y
2006-08-01 06:00:01;2006-09-01 06:00:00;2006-08;72.1;Y
2006-09-01 06:00:01;2006-10-01 06:00:00;2006-09;84.8;Y
2006-10-01 06:00:01;2006-11-01 06:00:00;2006-10;152.9;Y
2006-11-01 06:00:01;2006-12-01 06:00:00;2006-11;47.0;Y
2006-12-01 06:00:01;2007-01-01 06:00:00;2006-12;43.3;Y
2007-01-01 06:00:01;2007-02-01 06:00:00;2007-01;42.5;Y
2007-02-01 06:00:01;2007-03-01 06:00:00;2007-02;10.6;Y
2007-03-01 06:00:01;2007-04-01 06:00:00;2007-03;24.5;Y
2007-04-01 06:00:01;2007-05-01 06:00:00;2007-04;8.7;Y
2007-05-01 06:00:01;2007-06-01 06:00:00;2007-05;28.4;Y
2007-06-01 06:00:01;2007-07-01 06:00:00;2007-06;24.5;Y
2007-07-01 06:00:01;2007-08-01 06:00:00;2007-07;54.2;Y
2007-08-01 06:00:01;2007-09-01 06:00:00;2007-08;36.0;Y
2007-09-01 06:00:01;2007-10-01 06:00:00;2007-09;43.6;Y
2007-10-01 06:00:01;2007-11-01 06:00:00;2007-10;28.8;Y
2007-11-01 06:00:01;2007-12-01 06:00:00;2007-11;59.9;Y
2007-12-01 06:00:01;2008-01-01 06:00:00;2007-12;28.1;Y
2008-01-01 06:00:01;2008-02-01 06:00:00;2008-01;49.6;Y
2008-02-01 06:00:01;2008-03-01 06:00:00;2008-02;25.4;Y
2008-03-01 06:00:01;2008-04-01 06:00:00;2008-03;28.6;Y
2008-04-01 06:00:01;2008-05-01 06:00:00;2008-04;28.9;Y
2008-05-01 06:00:01;2008-06-01 06:00:00;2008-05;35.4;Y
2008-06-01 06:00:01;2008-07-01 06:00:00;2008-06;58.8;Y
2008-07-01 06:00:01;2008-08-01 06:00:00;2008-07;32.9;Y
2008-08-01 06:00:01;2008-09-01 06:00:00;2008-08;123.2;Y
2008-09-01 06:00:01;2008-10-01 06:00:00;2008-09;6.2;Y
2008-10-01 06:00:01;2008-11-01 06:00:00;2008-10;31.6;Y
2008-11-01 06:00:01;2008-12-01 06:00:00;2008-11;35.3;Y
2008-12-01 06:00:01;2009-01-01 06:00:00;2008-12;45.0;Y
2009-01-01 06:00:01;2009-02-01 06:00:00;2009-01;24.5;Y
2009-02-01 06:00:01;2009-03-01 06:00:00;2009-02;47.0;Y
2009-03-01 06:00:01;2009-04-01 06:00:00;2009-03;15.9;Y
2009-04-01 06:00:01;2009-05-01 06:00:00;2009-04;14.7;Y
2009-05-01 06:00:01;2009-06-01 06:00:00;2009-05;37.6;Y
2009-06-01 06:00:01;2009-07-01 06:00:00;2009-06;56.3;Y
2009-07-01 06:00:01;2009-08-01 06:00:00;2009-07;120.2;Y
2009-08-01 06:00:01;2009-09-01 06:00:00;2009-08;84.1;Y
2009-09-01 06:00:01;2009-10-01 06:00:00;2009-09;46.3;Y
2009-10-01 06:00:01;2009-11-01 06:00:00;2009-10;28.6;Y
2009-11-01 06:00:01;2009-12-01 06:00:00;2009-11;51.5;Y
2009-12-01 06:00:01;2010-01-01 06:00:00;2009-12;30.7;Y
2010-01-01 06:00:01;2010-02-01 06:00:00;2010-01;15.4;Y
2010-02-01 06:00:01;2010-03-01 06:00:00;2010-02;30.9;Y
2010-03-01 06:00:01;2010-04-01 06:00:00;2010-03;12.8;Y
2010-04-01 06:00:01;2010-05-01 06:00:00;2010-04;22.2;Y
2010-05-01 06:00:01;2010-06-01 06:00:00;2010-05;91.3;Y
2010-06-01 06:00:01;2010-07-01 06:00:00;2010-06;140.7;Y
2010-07-01 06:00:01;2010-08-01 06:00:00;2010-07;87.9;Y
2010-08-01 06:00:01;2010-09-01 06:00:00;2010-08;61.9;Y
2010-09-01 06:00:01;2010-10-01 06:00:00;2010-09;62.0;Y
2010-10-01 06:00:01;2010-11-01 06:00:00;2010-10;20.5;Y
2010-11-01 06:00:01;2010-12-01 06:00:00;2010-11;16.1;Y
2010-12-01 06:00:01;2011-01-01 06:00:00;2010-12;41.4;Y
2011-01-01 06:00:01;2011-02-01 06:00:00;2011-01;44.9;Y
2011-02-01 06:00:01;2011-03-01 06:00:00;2011-02;23.3;Y
2011-03-01 06:00:01;2011-04-01 06:00:00;2011-03;9.2;Y
2011-04-01 06:00:01;2011-05-01 06:00:00;2011-04;14.7;Y
2011-05-01 06:00:01;2011-06-01 06:00:00;2011-05;85.3;Y
2011-06-01 06:00:01;2011-07-01 06:00:00;2011-06;28.1;Y
2011-07-01 06:00:01;2011-08-01 06:00:00;2011-07;62.9;Y
2011-08-01 06:00:01;2011-09-01 06:00:00;2011-08;67.4;Y
2011-09-01 06:00:01;2011-10-01 06:00:00;2011-09;72.0;Y
2011-10-01 06:00:01;2011-11-01 06:00:00;2011-10;10.4;Y
2011-11-01 06:00:01;2011-12-01 06:00:00;2011-11;23.0;Y
2011-12-01 06:00:01;2012-01-01 06:00:00;2011-12;73.1;Y
2012-01-01 06:00:01;2012-02-01 06:00:00;2012-01;57.4;Y
2012-02-01 06:00:01;2012-03-01 06:00:00;2012-02;18.7;Y
2012-03-01 06:00:01;2012-04-01 06:00:00;2012-03;6.0;Y
2012-04-01 06:00:01;2012-05-01 06:00:00;2012-04;24.6;Y
2012-05-01 06:00:01;2012-06-01 06:00:00;2012-05;48.1;Y
2012-06-01 06:00:01;2012-07-01 06:00:00;2012-06;53.5;Y
2012-07-01 06:00:01;2012-08-01 06:00:00;2012-07;98.8;Y
2012-08-01 06:00:01;2012-09-01 06:00:00;2012-08;74.5;Y
2012-09-01 06:00:01;2012-10-01 06:00:00;2012-09;51.5;Y
2012-10-01 06:00:01;2012-11-01 06:00:00;2012-10;57.3;Y
2012-11-01 06:00:01;2012-12-01 06:00:00;2012-11;22.6;Y
2012-12-01 06:00:01;2013-01-01 06:00:00;2012-12;44.3;Y
2013-01-01 06:00:01;2013-02-01 06:00:00;2013-01;17.8;Y
2013-02-01 06:00:01;2013-03-01 06:00:00;2013-02;16.3;Y
2013-03-01 06:00:01;2013-04-01 06:00:00;2013-03;18.3;Y
2013-04-01 06:00:01;2013-05-01 06:00:00;2013-04;11.4;Y
2013-05-01 06:00:01;2013-06-01 06:00:00;2013-05;22.8;Y
2013-06-01 06:00:01;2013-07-01 06:00:00;2013-06;65.8;Y
2013-07-01 06:00:01;2013-08-01 06:00:00;2013-07;77.7;Y
2013-08-01 06:00:01;2013-09-01 06:00:00;2013-08;65.2;Y
2013-09-01 06:00:01;2013-10-01 06:00:00;2013-09;49.9;Y
2013-10-01 06:00:01;2013-11-01 06:00:00;2013-10;44.0;Y
2013-11-01 06:00:01;2013-12-01 06:00:00;2013-11;19.6;Y
2013-12-01 06:00:01;2014-01-01 06:00:00;2013-12;32.4;Y
2014-01-01 06:00:01;2014-02-01 06:00:00;2014-01;20.8;Y
2014-02-01 06:00:01;2014-03-01 06:00:00;2014-02;27.9;Y
2014-03-01 06:00:01;2014-04-01 06:00:00;2014-03;29.3;Y
2014-04-01 06:00:01;2014-05-01 06:00:00;2014-04;12.0;Y
2014-05-01 06:00:01;2014-06-01 06:00:00;2014-05;79.8;Y
2014-06-01 06:00:01;2014-07-01 06:00:00;2014-06;53.3;Y
2014-07-01 06:00:01;2014-08-01 06:00:00;2014-07;29.8;Y
2014-08-01 06:00:01;2014-09-01 06:00:00;2014-08;81.4;Y
2014-09-01 06:00:01;2014-10-01 06:00:00;2014-09;18.0;Y
2014-10-01 06:00:01;2014-11-01 06:00:00;2014-10;105.1;Y
2014-11-01 06:00:01;2014-12-01 06:00:00;2014-11;29.3;Y
2014-12-01 06:00:01;2015-01-01 06:00:00;2014-12;18.7;Y
2015-01-01 06:00:01;2015-02-01 06:00:00;2015-01;45.3;Y
2015-02-01 06:00:01;2015-03-01 06:00:00;2015-02;7.1;Y
2015-03-01 06:00:01;2015-04-01 06:00:00;2015-03;32.4;Y
2015-04-01 06:00:01;2015-05-01 06:00:00;2015-04;29.8;Y
2015-05-01 06:00:01;2015-06-01 06:00:00;2015-05;82.7;Y
2015-06-01 06:00:01;2015-07-01 06:00:00;2015-06;50.9;Y
2015-07-01 06:00:01;2015-08-01 06:00:00;2015-07;140.0;Y
2015-08-01 06:00:01;2015-09-01 06:00:00;2015-08;50.3;Y
2015-09-01 06:00:01;2015-10-01 06:00:00;2015-09;50.0;Y
2015-10-01 06:00:01;2015-11-01 06:00:00;2015-10;23.8;Y
2015-11-01 06:00:01;2015-12-01 06:00:00;2015-11;43.6;Y
