Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Luleå Flygplats;162860;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;mm

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1947-01-01 06:00:01;1947-02-01 06:00:00;1947-01;16.0;G
1947-02-01 06:00:01;1947-03-01 06:00:00;1947-02;10.0;G
1947-03-01 06:00:01;1947-04-01 06:00:00;1947-03;2.0;G
1947-04-01 06:00:01;1947-05-01 06:00:00;1947-04;34.0;G
1947-05-01 06:00:01;1947-06-01 06:00:00;1947-05;3.0;G
1947-06-01 06:00:01;1947-07-01 06:00:00;1947-06;48.0;G
1947-07-01 06:00:01;1947-08-01 06:00:00;1947-07;25.0;G
1947-08-01 06:00:01;1947-09-01 06:00:00;1947-08;18.0;G
1947-09-01 06:00:01;1947-10-01 06:00:00;1947-09;48.0;G
1947-10-01 06:00:01;1947-11-01 06:00:00;1947-10;20.0;G
1947-11-01 06:00:01;1947-12-01 06:00:00;1947-11;51.0;G
1947-12-01 06:00:01;1948-01-01 06:00:00;1947-12;65.0;G
1948-01-01 06:00:01;1948-02-01 06:00:00;1948-01;38.0;G
1948-02-01 06:00:01;1948-03-01 06:00:00;1948-02;6.0;G
1948-03-01 06:00:01;1948-04-01 06:00:00;1948-03;16.0;G
1948-04-01 06:00:01;1948-05-01 06:00:00;1948-04;13.0;G
1948-05-01 06:00:01;1948-06-01 06:00:00;1948-05;49.0;G
1948-06-01 06:00:01;1948-07-01 06:00:00;1948-06;63.0;G
1948-07-01 06:00:01;1948-08-01 06:00:00;1948-07;20.0;G
1948-08-01 06:00:01;1948-09-01 06:00:00;1948-08;47.0;G
1948-09-01 06:00:01;1948-10-01 06:00:00;1948-09;43.0;G
1948-10-01 06:00:01;1948-11-01 06:00:00;1948-10;74.0;G
1948-11-01 06:00:01;1948-12-01 06:00:00;1948-11;30.0;G
1948-12-01 06:00:01;1949-01-01 06:00:00;1948-12;18.0;G
1949-01-01 06:00:01;1949-02-01 06:00:00;1949-01;34.0;G
1949-02-01 06:00:01;1949-03-01 06:00:00;1949-02;9.0;G
1949-03-01 06:00:01;1949-04-01 06:00:00;1949-03;20.0;G
1949-04-01 06:00:01;1949-05-01 06:00:00;1949-04;36.0;G
1949-05-01 06:00:01;1949-06-01 06:00:00;1949-05;39.0;G
1949-06-01 06:00:01;1949-07-01 06:00:00;1949-06;18.0;G
1949-07-01 06:00:01;1949-08-01 06:00:00;1949-07;48.0;G
1949-08-01 06:00:01;1949-09-01 06:00:00;1949-08;30.0;G
1949-09-01 06:00:01;1949-10-01 06:00:00;1949-09;30.0;G
1949-10-01 06:00:01;1949-11-01 06:00:00;1949-10;86.0;G
1949-11-01 06:00:01;1949-12-01 06:00:00;1949-11;58.0;G
1949-12-01 06:00:01;1950-01-01 06:00:00;1949-12;77.0;G
1950-01-01 06:00:01;1950-02-01 06:00:00;1950-01;6.0;G
1950-02-01 06:00:01;1950-03-01 06:00:00;1950-02;51.0;G
1950-03-01 06:00:01;1950-04-01 06:00:00;1950-03;25.0;G
1950-04-01 06:00:01;1950-05-01 06:00:00;1950-04;72.0;G
1950-05-01 06:00:01;1950-06-01 06:00:00;1950-05;16.0;G
1950-06-01 06:00:01;1950-07-01 06:00:00;1950-06;21.0;G
1950-07-01 06:00:01;1950-08-01 06:00:00;1950-07;50.0;G
1950-08-01 06:00:01;1950-09-01 06:00:00;1950-08;16.0;G
1950-09-01 06:00:01;1950-10-01 06:00:00;1950-09;56.0;G
1950-10-01 06:00:01;1950-11-01 06:00:00;1950-10;58.0;G
1950-11-01 06:00:01;1950-12-01 06:00:00;1950-11;43.0;G
1950-12-01 06:00:01;1951-01-01 06:00:00;1950-12;47.0;G
1951-01-01 06:00:01;1951-02-01 06:00:00;1951-01;12.1;Y
1951-02-01 06:00:01;1951-03-01 06:00:00;1951-02;25.2;Y
1951-03-01 06:00:01;1951-04-01 06:00:00;1951-03;16.0;Y
1951-04-01 06:00:01;1951-05-01 06:00:00;1951-04;30.2;Y
1951-05-01 06:00:01;1951-06-01 06:00:00;1951-05;6.2;Y
1951-06-01 06:00:01;1951-07-01 06:00:00;1951-06;38.7;Y
1951-07-01 06:00:01;1951-08-01 06:00:00;1951-07;34.9;Y
1951-08-01 06:00:01;1951-09-01 06:00:00;1951-08;72.3;Y
1951-09-01 06:00:01;1951-10-01 06:00:00;1951-09;19.7;Y
1951-10-01 06:00:01;1951-11-01 06:00:00;1951-10;8.0;G
1951-11-01 06:00:01;1951-12-01 06:00:00;1951-11;62.0;G
1951-12-01 06:00:01;1952-01-01 06:00:00;1951-12;54.0;Y
1952-01-01 06:00:01;1952-02-01 06:00:00;1952-01;15.2;Y
1952-02-01 06:00:01;1952-03-01 06:00:00;1952-02;57.0;G
1952-03-01 06:00:01;1952-04-01 06:00:00;1952-03;24.3;Y
1952-04-01 06:00:01;1952-05-01 06:00:00;1952-04;17.1;Y
1952-05-01 06:00:01;1952-06-01 06:00:00;1952-05;24.4;Y
1952-06-01 06:00:01;1952-07-01 06:00:00;1952-06;87.5;Y
1952-07-01 06:00:01;1952-08-01 06:00:00;1952-07;30.8;Y
1952-08-01 06:00:01;1952-09-01 06:00:00;1952-08;69.5;Y
1952-09-01 06:00:01;1952-10-01 06:00:00;1952-09;61.3;Y
1952-10-01 06:00:01;1952-11-01 06:00:00;1952-10;28.8;Y
1952-11-01 06:00:01;1952-12-01 06:00:00;1952-11;50.0;G
1952-12-01 06:00:01;1953-01-01 06:00:00;1952-12;47.4;Y
1953-01-01 06:00:01;1953-02-01 06:00:00;1953-01;29.0;G
1953-02-01 06:00:01;1953-03-01 06:00:00;1953-02;52.3;Y
1953-03-01 06:00:01;1953-04-01 06:00:00;1953-03;36.0;G
1953-04-01 06:00:01;1953-05-01 06:00:00;1953-04;38.0;Y
1953-05-01 06:00:01;1953-06-01 06:00:00;1953-05;37.0;G
1953-06-01 06:00:01;1953-07-01 06:00:00;1953-06;13.7;Y
1953-07-01 06:00:01;1953-08-01 06:00:00;1953-07;47.0;Y
1953-08-01 06:00:01;1953-09-01 06:00:00;1953-08;81.0;G
1953-09-01 06:00:01;1953-10-01 06:00:00;1953-09;96.0;G
1953-10-01 06:00:01;1953-11-01 06:00:00;1953-10;19.1;Y
1953-11-01 06:00:01;1953-12-01 06:00:00;1953-11;27.5;Y
1953-12-01 06:00:01;1954-01-01 06:00:00;1953-12;7.9;Y
1954-01-01 06:00:01;1954-02-01 06:00:00;1954-01;27.0;G
1954-02-01 06:00:01;1954-03-01 06:00:00;1954-02;3.2;Y
1954-03-01 06:00:01;1954-04-01 06:00:00;1954-03;23.4;Y
1954-04-01 06:00:01;1954-05-01 06:00:00;1954-04;28.2;Y
1954-05-01 06:00:01;1954-06-01 06:00:00;1954-05;25.8;Y
1954-06-01 06:00:01;1954-07-01 06:00:00;1954-06;54.6;Y
1954-07-01 06:00:01;1954-08-01 06:00:00;1954-07;67.0;Y
1954-08-01 06:00:01;1954-09-01 06:00:00;1954-08;119.2;Y
1954-09-01 06:00:01;1954-10-01 06:00:00;1954-09;128.2;Y
1954-10-01 06:00:01;1954-11-01 06:00:00;1954-10;30.8;Y
1954-11-01 06:00:01;1954-12-01 06:00:00;1954-11;37.1;Y
1954-12-01 06:00:01;1955-01-01 06:00:00;1954-12;57.3;Y
1955-01-01 06:00:01;1955-02-01 06:00:00;1955-01;40.0;Y
1955-02-01 06:00:01;1955-03-01 06:00:00;1955-02;35.8;Y
1955-03-01 06:00:01;1955-04-01 06:00:00;1955-03;29.8;Y
1955-04-01 06:00:01;1955-05-01 06:00:00;1955-04;24.9;Y
1955-05-01 06:00:01;1955-06-01 06:00:00;1955-05;38.6;Y
1955-06-01 06:00:01;1955-07-01 06:00:00;1955-06;33.5;Y
1955-07-01 06:00:01;1955-08-01 06:00:00;1955-07;5.7;Y
1955-08-01 06:00:01;1955-09-01 06:00:00;1955-08;4.0;G
1955-09-01 06:00:01;1955-10-01 06:00:00;1955-09;130.6;Y
1955-10-01 06:00:01;1955-11-01 06:00:00;1955-10;44.6;Y
1955-11-01 06:00:01;1955-12-01 06:00:00;1955-11;38.4;Y
1955-12-01 06:00:01;1956-01-01 06:00:00;1955-12;74.0;G
1956-01-01 06:00:01;1956-02-01 06:00:00;1956-01;25.6;Y
1956-02-01 06:00:01;1956-03-01 06:00:00;1956-02;34.9;Y
1956-03-01 06:00:01;1956-04-01 06:00:00;1956-03;0.9;Y
1956-04-01 06:00:01;1956-05-01 06:00:00;1956-04;25.8;Y
1956-05-01 06:00:01;1956-06-01 06:00:00;1956-05;9.1;Y
1956-06-01 06:00:01;1956-07-01 06:00:00;1956-06;70.3;Y
1956-07-01 06:00:01;1956-08-01 06:00:00;1956-07;28.4;Y
1956-08-01 06:00:01;1956-09-01 06:00:00;1956-08;55.5;Y
1956-09-01 06:00:01;1956-10-01 06:00:00;1956-09;34.4;Y
1956-10-01 06:00:01;1956-11-01 06:00:00;1956-10;27.9;Y
1956-11-01 06:00:01;1956-12-01 06:00:00;1956-11;24.9;Y
1956-12-01 06:00:01;1957-01-01 06:00:00;1956-12;48.8;Y
1957-01-01 06:00:01;1957-02-01 06:00:00;1957-01;48.2;Y
1957-02-01 06:00:01;1957-03-01 06:00:00;1957-02;52.1;Y
1957-03-01 06:00:01;1957-04-01 06:00:00;1957-03;38.1;Y
1957-04-01 06:00:01;1957-05-01 06:00:00;1957-04;8.8;Y
1957-05-01 06:00:01;1957-06-01 06:00:00;1957-05;55.4;Y
1957-06-01 06:00:01;1957-07-01 06:00:00;1957-06;28.9;Y
1957-07-01 06:00:01;1957-08-01 06:00:00;1957-07;49.2;Y
1957-08-01 06:00:01;1957-09-01 06:00:00;1957-08;65.3;Y
1957-09-01 06:00:01;1957-10-01 06:00:00;1957-09;114.3;Y
1957-10-01 06:00:01;1957-11-01 06:00:00;1957-10;61.0;Y
1957-11-01 06:00:01;1957-12-01 06:00:00;1957-11;20.5;Y
1957-12-01 06:00:01;1958-01-01 06:00:00;1957-12;33.9;Y
1958-01-01 06:00:01;1958-02-01 06:00:00;1958-01;12.0;Y
1958-02-01 06:00:01;1958-03-01 06:00:00;1958-02;25.9;Y
1958-03-01 06:00:01;1958-04-01 06:00:00;1958-03;20.0;Y
1958-04-01 06:00:01;1958-05-01 06:00:00;1958-04;21.5;Y
1958-05-01 06:00:01;1958-06-01 06:00:00;1958-05;54.3;Y
1958-06-01 06:00:01;1958-07-01 06:00:00;1958-06;28.3;Y
1958-07-01 06:00:01;1958-08-01 06:00:00;1958-07;68.1;Y
1958-08-01 06:00:01;1958-09-01 06:00:00;1958-08;18.0;Y
1958-09-01 06:00:01;1958-10-01 06:00:00;1958-09;9.2;Y
1958-10-01 06:00:01;1958-11-01 06:00:00;1958-10;43.0;G
1958-11-01 06:00:01;1958-12-01 06:00:00;1958-11;47.4;Y
1958-12-01 06:00:01;1959-01-01 06:00:00;1958-12;28.7;Y
1959-01-01 06:00:01;1959-02-01 06:00:00;1959-01;51.9;Y
1959-02-01 06:00:01;1959-03-01 06:00:00;1959-02;8.2;Y
1959-03-01 06:00:01;1959-04-01 06:00:00;1959-03;18.7;Y
1959-04-01 06:00:01;1959-05-01 06:00:00;1959-04;19.3;Y
1959-05-01 06:00:01;1959-06-01 06:00:00;1959-05;35.7;Y
1959-06-01 06:00:01;1959-07-01 06:00:00;1959-06;21.4;Y
1959-07-01 06:00:01;1959-08-01 06:00:00;1959-07;13.6;Y
1959-08-01 06:00:01;1959-09-01 06:00:00;1959-08;82.9;Y
1959-09-01 06:00:01;1959-10-01 06:00:00;1959-09;31.1;Y
1959-10-01 06:00:01;1959-11-01 06:00:00;1959-10;35.1;Y
1959-11-01 06:00:01;1959-12-01 06:00:00;1959-11;49.6;Y
1959-12-01 06:00:01;1960-01-01 06:00:00;1959-12;49.9;Y
1960-01-01 06:00:01;1960-02-01 06:00:00;1960-01;50.2;Y
1960-02-01 06:00:01;1960-03-01 06:00:00;1960-02;24.3;Y
1960-03-01 06:00:01;1960-04-01 06:00:00;1960-03;31.3;Y
1960-04-01 06:00:01;1960-05-01 06:00:00;1960-04;18.8;Y
1960-05-01 06:00:01;1960-06-01 06:00:00;1960-05;22.9;Y
1960-06-01 06:00:01;1960-07-01 06:00:00;1960-06;40.6;Y
1960-07-01 06:00:01;1960-08-01 06:00:00;1960-07;50.5;Y
1960-08-01 06:00:01;1960-09-01 06:00:00;1960-08;111.1;Y
1960-09-01 06:00:01;1960-10-01 06:00:00;1960-09;57.1;Y
1960-10-01 06:00:01;1960-11-01 06:00:00;1960-10;12.0;Y
1960-11-01 06:00:01;1960-12-01 06:00:00;1960-11;64.4;Y
1960-12-01 06:00:01;1961-01-01 06:00:00;1960-12;41.4;Y
1961-01-01 06:00:01;1961-02-01 06:00:00;1961-01;31.4;Y
1961-02-01 06:00:01;1961-03-01 06:00:00;1961-02;56.4;Y
1961-03-01 06:00:01;1961-04-01 06:00:00;1961-03;23.5;Y
1961-04-01 06:00:01;1961-05-01 06:00:00;1961-04;12.6;Y
1961-05-01 06:00:01;1961-06-01 06:00:00;1961-05;34.7;Y
1961-06-01 06:00:01;1961-07-01 06:00:00;1961-06;35.7;Y
1961-07-01 06:00:01;1961-08-01 06:00:00;1961-07;88.8;Y
1961-08-01 06:00:01;1961-09-01 06:00:00;1961-08;50.0;Y
1961-09-01 06:00:01;1961-10-01 06:00:00;1961-09;31.3;Y
1961-10-01 06:00:01;1961-11-01 06:00:00;1961-10;53.5;Y
1961-11-01 06:00:01;1961-12-01 06:00:00;1961-11;50.4;Y
1961-12-01 06:00:01;1962-01-01 06:00:00;1961-12;23.9;Y
1962-01-01 06:00:01;1962-02-01 06:00:00;1962-01;36.7;Y
1962-02-01 06:00:01;1962-03-01 06:00:00;1962-02;35.5;Y
1962-03-01 06:00:01;1962-04-01 06:00:00;1962-03;7.5;Y
1962-04-01 06:00:01;1962-05-01 06:00:00;1962-04;49.1;Y
1962-05-01 06:00:01;1962-06-01 06:00:00;1962-05;53.5;Y
1962-06-01 06:00:01;1962-07-01 06:00:00;1962-06;35.8;Y
1962-07-01 06:00:01;1962-08-01 06:00:00;1962-07;55.1;Y
1962-08-01 06:00:01;1962-09-01 06:00:00;1962-08;47.7;Y
1962-09-01 06:00:01;1962-10-01 06:00:00;1962-09;64.5;Y
1962-10-01 06:00:01;1962-11-01 06:00:00;1962-10;29.3;Y
1962-11-01 06:00:01;1962-12-01 06:00:00;1962-11;44.8;Y
1962-12-01 06:00:01;1963-01-01 06:00:00;1962-12;25.6;Y
1963-01-01 06:00:01;1963-02-01 06:00:00;1963-01;10.7;Y
1963-02-01 06:00:01;1963-03-01 06:00:00;1963-02;13.4;Y
1963-03-01 06:00:01;1963-04-01 06:00:00;1963-03;7.1;Y
1963-04-01 06:00:01;1963-05-01 06:00:00;1963-04;18.2;Y
1963-05-01 06:00:01;1963-06-01 06:00:00;1963-05;20.6;Y
1963-06-01 06:00:01;1963-07-01 06:00:00;1963-06;22.4;Y
1963-07-01 06:00:01;1963-08-01 06:00:00;1963-07;26.6;Y
1963-08-01 06:00:01;1963-09-01 06:00:00;1963-08;56.5;Y
1963-09-01 06:00:01;1963-10-01 06:00:00;1963-09;58.7;Y
1963-10-01 06:00:01;1963-11-01 06:00:00;1963-10;27.1;Y
1963-11-01 06:00:01;1963-12-01 06:00:00;1963-11;74.5;Y
1963-12-01 06:00:01;1964-01-01 06:00:00;1963-12;44.0;Y
1964-01-01 06:00:01;1964-02-01 06:00:00;1964-01;7.5;Y
1964-02-01 06:00:01;1964-03-01 06:00:00;1964-02;24.8;Y
1964-03-01 06:00:01;1964-04-01 06:00:00;1964-03;3.0;Y
1964-04-01 06:00:01;1964-05-01 06:00:00;1964-04;45.5;Y
1964-05-01 06:00:01;1964-06-01 06:00:00;1964-05;18.4;Y
1964-06-01 06:00:01;1964-07-01 06:00:00;1964-06;54.2;Y
1964-07-01 06:00:01;1964-08-01 06:00:00;1964-07;20.5;Y
1964-08-01 06:00:01;1964-09-01 06:00:00;1964-08;113.2;Y
1964-09-01 06:00:01;1964-10-01 06:00:00;1964-09;66.1;Y
1964-10-01 06:00:01;1964-11-01 06:00:00;1964-10;28.7;Y
1964-11-01 06:00:01;1964-12-01 06:00:00;1964-11;79.1;Y
1964-12-01 06:00:01;1965-01-01 06:00:00;1964-12;54.0;Y
1965-01-01 06:00:01;1965-02-01 06:00:00;1965-01;61.4;Y
1965-02-01 06:00:01;1965-03-01 06:00:00;1965-02;24.3;Y
1965-03-01 06:00:01;1965-04-01 06:00:00;1965-03;77.4;Y
1965-04-01 06:00:01;1965-05-01 06:00:00;1965-04;22.3;Y
1965-05-01 06:00:01;1965-06-01 06:00:00;1965-05;15.5;Y
1965-06-01 06:00:01;1965-07-01 06:00:00;1965-06;31.5;Y
1965-07-01 06:00:01;1965-08-01 06:00:00;1965-07;22.2;Y
1965-08-01 06:00:01;1965-09-01 06:00:00;1965-08;69.1;Y
1965-09-01 06:00:01;1965-10-01 06:00:00;1965-09;31.3;Y
1965-10-01 06:00:01;1965-11-01 06:00:00;1965-10;53.5;Y
1965-11-01 06:00:01;1965-12-01 06:00:00;1965-11;25.5;Y
1965-12-01 06:00:01;1966-01-01 06:00:00;1965-12;66.1;Y
1966-01-01 06:00:01;1966-02-01 06:00:00;1966-01;18.8;Y
1966-02-01 06:00:01;1966-03-01 06:00:00;1966-02;27.6;Y
1966-03-01 06:00:01;1966-04-01 06:00:00;1966-03;79.9;Y
1966-04-01 06:00:01;1966-05-01 06:00:00;1966-04;32.9;Y
1966-05-01 06:00:01;1966-06-01 06:00:00;1966-05;20.8;Y
1966-06-01 06:00:01;1966-07-01 06:00:00;1966-06;22.0;Y
1966-07-01 06:00:01;1966-08-01 06:00:00;1966-07;25.0;Y
1966-08-01 06:00:01;1966-09-01 06:00:00;1966-08;52.5;Y
1966-09-01 06:00:01;1966-10-01 06:00:00;1966-09;60.2;Y
1966-10-01 06:00:01;1966-11-01 06:00:00;1966-10;70.0;Y
1966-11-01 06:00:01;1966-12-01 06:00:00;1966-11;50.3;Y
1966-12-01 06:00:01;1967-01-01 06:00:00;1966-12;149.1;Y
1967-01-01 06:00:01;1967-02-01 06:00:00;1967-01;34.6;Y
1967-02-01 06:00:01;1967-03-01 06:00:00;1967-02;37.0;Y
1967-03-01 06:00:01;1967-04-01 06:00:00;1967-03;67.9;Y
1967-04-01 06:00:01;1967-05-01 06:00:00;1967-04;14.7;Y
1967-05-01 06:00:01;1967-06-01 06:00:00;1967-05;35.7;Y
1967-06-01 06:00:01;1967-07-01 06:00:00;1967-06;21.5;Y
1967-07-01 06:00:01;1967-08-01 06:00:00;1967-07;35.3;Y
1967-08-01 06:00:01;1967-09-01 06:00:00;1967-08;101.9;Y
1967-09-01 06:00:01;1967-10-01 06:00:00;1967-09;43.7;Y
1967-10-01 06:00:01;1967-11-01 06:00:00;1967-10;107.8;Y
1967-11-01 06:00:01;1967-12-01 06:00:00;1967-11;97.7;Y
1967-12-01 06:00:01;1968-01-01 06:00:00;1967-12;32.5;Y
1968-01-01 06:00:01;1968-02-01 06:00:00;1968-01;35.6;Y
1968-02-01 06:00:01;1968-03-01 06:00:00;1968-02;18.2;Y
1968-03-01 06:00:01;1968-04-01 06:00:00;1968-03;48.0;Y
1968-04-01 06:00:01;1968-05-01 06:00:00;1968-04;47.5;Y
1968-05-01 06:00:01;1968-06-01 06:00:00;1968-05;44.8;Y
1968-06-01 06:00:01;1968-07-01 06:00:00;1968-06;56.5;Y
1968-07-01 06:00:01;1968-08-01 06:00:00;1968-07;9.5;Y
1968-08-01 06:00:01;1968-09-01 06:00:00;1968-08;76.5;Y
1968-09-01 06:00:01;1968-10-01 06:00:00;1968-09;41.2;Y
1968-10-01 06:00:01;1968-11-01 06:00:00;1968-10;49.0;Y
1968-11-01 06:00:01;1968-12-01 06:00:00;1968-11;42.6;Y
1968-12-01 06:00:01;1969-01-01 06:00:00;1968-12;33.5;Y
1969-01-01 06:00:01;1969-02-01 06:00:00;1969-01;40.1;Y
1969-02-01 06:00:01;1969-03-01 06:00:00;1969-02;25.1;Y
1969-03-01 06:00:01;1969-04-01 06:00:00;1969-03;12.9;Y
1969-04-01 06:00:01;1969-05-01 06:00:00;1969-04;31.7;Y
1969-05-01 06:00:01;1969-06-01 06:00:00;1969-05;47.2;Y
1969-06-01 06:00:01;1969-07-01 06:00:00;1969-06;4.1;Y
1969-07-01 06:00:01;1969-08-01 06:00:00;1969-07;43.9;Y
1969-08-01 06:00:01;1969-09-01 06:00:00;1969-08;29.3;Y
1969-09-01 06:00:01;1969-10-01 06:00:00;1969-09;89.8;Y
1969-10-01 06:00:01;1969-11-01 06:00:00;1969-10;27.3;Y
1969-11-01 06:00:01;1969-12-01 06:00:00;1969-11;46.9;Y
1969-12-01 06:00:01;1970-01-01 06:00:00;1969-12;40.7;Y
1970-01-01 06:00:01;1970-02-01 06:00:00;1970-01;28.1;Y
1970-02-01 06:00:01;1970-03-01 06:00:00;1970-02;31.0;Y
1970-03-01 06:00:01;1970-04-01 06:00:00;1970-03;39.3;Y
1970-04-01 06:00:01;1970-05-01 06:00:00;1970-04;63.1;Y
1970-05-01 06:00:01;1970-06-01 06:00:00;1970-05;25.6;Y
1970-06-01 06:00:01;1970-07-01 06:00:00;1970-06;7.9;Y
1970-07-01 06:00:01;1970-08-01 06:00:00;1970-07;36.5;Y
1970-08-01 06:00:01;1970-09-01 06:00:00;1970-08;33.5;Y
1970-09-01 06:00:01;1970-10-01 06:00:00;1970-09;102.8;Y
1970-10-01 06:00:01;1970-11-01 06:00:00;1970-10;50.5;Y
1970-11-01 06:00:01;1970-12-01 06:00:00;1970-11;34.4;Y
1970-12-01 06:00:01;1971-01-01 06:00:00;1970-12;22.2;Y
1971-01-01 06:00:01;1971-02-01 06:00:00;1971-01;43.4;Y
1971-02-01 06:00:01;1971-03-01 06:00:00;1971-02;36.0;Y
1971-03-01 06:00:01;1971-04-01 06:00:00;1971-03;20.3;Y
1971-04-01 06:00:01;1971-05-01 06:00:00;1971-04;30.0;Y
1971-05-01 06:00:01;1971-06-01 06:00:00;1971-05;29.9;Y
1971-06-01 06:00:01;1971-07-01 06:00:00;1971-06;16.4;Y
1971-07-01 06:00:01;1971-08-01 06:00:00;1971-07;44.6;Y
1971-08-01 06:00:01;1971-09-01 06:00:00;1971-08;18.3;Y
1971-09-01 06:00:01;1971-10-01 06:00:00;1971-09;43.7;Y
1971-10-01 06:00:01;1971-11-01 06:00:00;1971-10;76.1;Y
1971-11-01 06:00:01;1971-12-01 06:00:00;1971-11;67.8;Y
1971-12-01 06:00:01;1972-01-01 06:00:00;1971-12;50.5;Y
1972-01-01 06:00:01;1972-02-01 06:00:00;1972-01;23.4;Y
1972-02-01 06:00:01;1972-03-01 06:00:00;1972-02;19.6;Y
1972-03-01 06:00:01;1972-04-01 06:00:00;1972-03;16.5;Y
1972-04-01 06:00:01;1972-05-01 06:00:00;1972-04;63.4;Y
1972-05-01 06:00:01;1972-06-01 06:00:00;1972-05;53.5;Y
1972-06-01 06:00:01;1972-07-01 06:00:00;1972-06;18.9;Y
1972-07-01 06:00:01;1972-08-01 06:00:00;1972-07;13.1;Y
1972-08-01 06:00:01;1972-09-01 06:00:00;1972-08;19.3;Y
1972-09-01 06:00:01;1972-10-01 06:00:00;1972-09;62.4;Y
1972-10-01 06:00:01;1972-11-01 06:00:00;1972-10;40.4;Y
1972-11-01 06:00:01;1972-12-01 06:00:00;1972-11;82.9;Y
1972-12-01 06:00:01;1973-01-01 06:00:00;1972-12;39.6;Y
1973-01-01 06:00:01;1973-02-01 06:00:00;1973-01;25.4;Y
1973-02-01 06:00:01;1973-03-01 06:00:00;1973-02;31.5;Y
1973-03-01 06:00:01;1973-04-01 06:00:00;1973-03;27.2;Y
1973-04-01 06:00:01;1973-05-01 06:00:00;1973-04;56.3;Y
1973-05-01 06:00:01;1973-06-01 06:00:00;1973-05;47.1;Y
1973-06-01 06:00:01;1973-07-01 06:00:00;1973-06;26.9;Y
1973-07-01 06:00:01;1973-08-01 06:00:00;1973-07;30.4;Y
1973-08-01 06:00:01;1973-09-01 06:00:00;1973-08;62.5;Y
1973-09-01 06:00:01;1973-10-01 06:00:00;1973-09;52.5;Y
1973-10-01 06:00:01;1973-11-01 06:00:00;1973-10;25.5;Y
1973-11-01 06:00:01;1973-12-01 06:00:00;1973-11;37.9;Y
1973-12-01 06:00:01;1974-01-01 06:00:00;1973-12;70.4;Y
1974-01-01 06:00:01;1974-02-01 06:00:00;1974-01;58.8;Y
1974-02-01 06:00:01;1974-03-01 06:00:00;1974-02;54.8;Y
1974-03-01 06:00:01;1974-04-01 06:00:00;1974-03;2.1;Y
